WAVE_ID,Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
91,7,3,84.0,0.3091396,24,74.0,0.3191411,19,101.0,0.3369587,6,0,0,0,0,0,0,0,0,0
92,5,3,101.0,0.08457853,8,42.0,0.05584021,29,97.0,0.2336083,29,0,0,0,0,0,0,0,0,0
93,6,3,73.0,0.0430059,11,107.0,0.2160219,10,38.0,0.03067137,20,0,0,0,0,0,0,0,0,0
94,9,3,88.0,0.4759523,15,102.0,0.1964839,18,9.0,0.3226052,15,0,0,0,0,0,0,0,0,0
95,2,3,101.0,0.1340143,15,83.0,0.1350346,8,96.0,0.09029551,18,0,0,0,0,0,0,0,0,0
96,8,3,102.0,0.05435599,23,24.0,0.06094314,5,85.0,0.267516,20,0,0,0,0,0,0,0,0,0
97,10,3,67.0,0.1895405,16,43.0,0.1881565,25,102.0,0.3216465,14,0,0,0,0,0,0,0,0,0
98,4,3,19.0,0.5068505,8,105.0,0.1786136,17,79.0,0.2328198,20,0,0,0,0,0,0,0,0,0
99,10,3,35.0,0.4722513,28,71.0,0.5052646,15,94.0,0.496555,7,0,0,0,0,0,0,0,0,0
100,0,3,59.0,0.4169774,8,110.0,0.3323655,16,114.0,0.1729293,11,0,0,0,0,0,0,0,0,0
101,11,3,24.0,0.1543138,15,106.0,0.2324335,15,16.0,0.05278559,28,0,0,0,0,0,0,0,0,0
102,6,3,36.0,0.2174326,5,118.0,0.2377371,13,34.0,0.368941,25,0,0,0,0,0,0,0,0,0
103,10,3,54.0,0.2714117,22,36.0,0.336343,10,88.0,0.3406713,25,0,0,0,0,0,0,0,0,0
104,6,3,46.0,0.3422442,11,20.0,0.1179067,10,26.0,0.2934278,4,0,0,0,0,0,0,0,0,0
105,4,3,33.0,0.2725187,14,65.0,0.1585874,11,107.0,0.389231,14,0,0,0,0,0,0,0,0,0
106,12,3,23.0,0.09333946,4,73.0,0.1401673,27,18.0,0.2331101,21,0,0,0,0,0,0,0,0,0
107,9,3,58.0,0.3832408,13,90.0,0.1465659,22,60.0,0.4982235,26,0,0,0,0,0,0,0,0,0
108,21,3,7.0,0.422244,4,27.0,0.4759188,30,13.0,0.4069915,28,0,0,0,0,0,0,0,0,0
109,16,3,61.0,0.500075,22,95.0,0.3952607,18,13.0,0.4418653,16,0,0,0,0,0,0,0,0,0
110,3,3,75.0,0.1615348,16,38.0,0.03177394,14,61.0,0.1021028,4,0,0,0,0,0,0,0,0,0
238,3,3,9.0,0.4197351,3,96.0,0.3414397,12,113.0,0.181767,7,0,0,0,0,0,0,0,0,0
239,6,3,11.0,0.1126937,14,95.0,0.3848358,10,19.0,0.04108919,22,0,0,0,0,0,0,0,0,0
240,9,3,86.0,0.07354219,24,10.0,0.09830077,9,60.0,0.1717958,8,0,0,0,0,0,0,0,0,0
241,4,3,10.0,0.4801108,6,99.0,0.3344718,17,53.0,0.1009903,3,0,0,0,0,0,0,0,0,0
242,7,3,114.0,0.1341772,6,30.0,0.1768454,12,35.0,0.471516,14,0,0,0,0,0,0,0,0,0
243,6,3,40.0,0.1791385,16,75.0,0.09100957,19,85.0,0.1948558,4,0,0,0,0,0,0,0,0,0
244,2,3,116.0,0.09092022,5,103.0,0.4290934,14,95.0,0.3484751,23,0,0,0,0,0,0,0,0,0
245,11,3,54.0,0.4624814,22,8.0,0.2135221,20,69.0,0.2555184,21,0,0,0,0,0,0,0,0,0
246,11,3,33.0,0.4593924,10,8.0,0.4407961,22,95.0,0.140725,18,0,0,0,0,0,0,0,0,0
247,8,3,47.0,0.1047734,11,7.0,0.4028643,8,11.0,0.4381843,8,0,0,0,0,0,0,0,0,0
248,6,3,27.0,0.4887789,24,7.0,0.2361073,8,106.0,0.1760785,11,0,0,0,0,0,0,0,0,0
249,13,3,21.0,0.2059148,12,42.0,0.3138717,9,12.0,0.329183,21,0,0,0,0,0,0,0,0,0
250,6,3,95.0,0.2912354,26,105.0,0.3580044,24,81.0,0.3464141,19,0,0,0,0,0,0,0,0,0
251,6,3,30.0,0.1180027,30,60.0,0.01551367,13,64.0,0.4958273,8,0,0,0,0,0,0,0,0,0
252,10,3,40.0,0.2078161,23,66.0,0.2921179,26,102.0,0.1955465,15,0,0,0,0,0,0,0,0,0
253,8,3,41.0,0.2868358,10,25.0,0.266606,6,40.0,0.3490115,19,0,0,0,0,0,0,0,0,0
254,5,3,37.0,0.487072,4,22.0,0.1136084,27,89.0,0.3881382,1,0,0,0,0,0,0,0,0,0
255,4,3,32.0,0.3371486,20,67.0,0.2469461,27,13.0,0.2056789,10,0,0,0,0,0,0,0,0,0
256,2,3,30.0,0.1816938,6,118.0,0.3413092,11,99.0,0.3596759,17,0,0,0,0,0,0,0,0,0
257,13,3,66.0,0.313376,24,21.0,0.4630181,9,22.0,0.2073186,11,0,0,0,0,0,0,0,0,0
385,3,3,75.0,0.02985079,4,110.0,0.2222502,8,24.0,0.03302313,28,0,0,0,0,0,0,0,0,0
386,9,3,48.0,0.3204561,24,56.0,0.2485417,29,33.0,0.1048293,14,0,0,0,0,0,0,0,0,0
387,8,3,92.0,0.3503459,20,70.0,0.4668679,25,32.0,0.4482817,9,0,0,0,0,0,0,0,0,0
388,11,3,37.0,0.4532822,19,23.0,0.09232749,9,15.0,0.4058926,5,0,0,0,0,0,0,0,0,0
389,4,3,39.0,0.1224654,8,107.0,0.1152102,12,15.0,0.1875205,18,0,0,0,0,0,0,0,0,0
390,5,3,12.0,0.2909661,15,108.0,0.1287813,30,79.0,0.4088814,8,0,0,0,0,0,0,0,0,0
391,8,3,74.0,0.4483765,28,7.0,0.05407448,9,109.0,0.02889634,16,0,0,0,0,0,0,0,0,0
392,1,3,38.0,0.4340743,2,48.0,0.1887557,2,80.0,0.06870742,20,0,0,0,0,0,0,0,0,0
393,2,3,115.0,0.1851729,6,112.0,0.2584977,11,42.0,0.02799643,9,0,0,0,0,0,0,0,0,0
394,6,3,91.0,0.4063054,16,42.0,0.1525647,10,27.0,0.2458292,26,0,0,0,0,0,0,0,0,0
395,13,3,27.0,0.4296618,19,104.0,0.2994838,23,78.0,0.3738768,15,0,0,0,0,0,0,0,0,0
396,5,3,51.0,0.09745814,9,66.0,0.3474596,9,79.0,0.4560621,24,0,0,0,0,0,0,0,0,0
397,15,3,20.0,0.0774463,28,16.0,0.3251935,12,21.0,0.08390351,23,0,0,0,0,0,0,0,0,0
398,13,3,36.0,0.171085,27,96.0,0.4132623,19,24.0,0.2563621,11,0,0,0,0,0,0,0,0,0
399,9,3,107.0,0.1318741,25,94.0,0.204185,15,72.0,0.1557274,4,0,0,0,0,0,0,0,0,0
400,8,3,76.0,0.2757629,15,41.0,0.07056089,13,19.0,0.2288152,17,0,0,0,0,0,0,0,0,0
401,4,3,100.0,0.5099882,9,55.0,0.3943295,2,53.0,0.2261255,21,0,0,0,0,0,0,0,0,0
402,8,3,90.0,0.100934,14,81.0,0.01559217,27,21.0,0.1442855,15,0,0,0,0,0,0,0,0,0
403,3,3,99.0,0.1096317,27,50.0,0.4830698,3,56.0,0.1047207,29,0,0,0,0,0,0,0,0,0
404,3,3,97.0,0.3845715,2,74.0,0.1722338,30,69.0,0.01187916,1,0,0,0,0,0,0,0,0,0
532,7,3,8.0,0.1304201,11,93.0,0.09588231,17,85.0,0.4828792,28,0,0,0,0,0,0,0,0,0
533,11,3,7.0,0.3598638,15,17.0,0.4965948,24,117.0,0.4034758,5,0,0,0,0,0,0,0,0,0
534,5,3,28.0,0.09472306,7,119.0,0.4834419,18,9.0,0.2864842,5,0,0,0,0,0,0,0,0,0
535,9,3,59.0,0.1041516,27,65.0,0.2452893,19,15.0,0.1236543,27,0,0,0,0,0,0,0,0,0
536,3,3,108.0,0.07298292,28,77.0,0.3041722,5,96.0,0.1236772,17,0,0,0,0,0,0,0,0,0
537,3,3,30.0,0.2475812,9,92.0,0.1277042,2,109.0,0.1048326,24,0,0,0,0,0,0,0,0,0
538,16,3,65.0,0.2856635,15,11.0,0.3985051,6,22.0,0.4415468,29,0,0,0,0,0,0,0,0,0
539,5,3,76.0,0.09983785,23,91.0,0.4877101,2,90.0,0.1118103,25,0,0,0,0,0,0,0,0,0
540,2,3,84.0,0.0900497,3,114.0,0.125189,20,102.0,0.2871652,7,0,0,0,0,0,0,0,0,0
541,2,3,111.0,0.4086648,9,63.0,0.3048417,2,31.0,0.1102684,7,0,0,0,0,0,0,0,0,0
542,6,3,65.0,0.4115702,11,72.0,0.3352565,21,46.0,0.4118576,17,0,0,0,0,0,0,0,0,0
543,4,3,66.0,0.1499462,19,114.0,0.3901684,16,90.0,0.4119397,29,0,0,0,0,0,0,0,0,0
544,10,3,91.0,0.1500371,29,14.0,0.05494775,9,78.0,0.2901748,10,0,0,0,0,0,0,0,0,0
545,11,3,63.0,0.2118025,24,51.0,0.1872307,29,55.0,0.2722488,20,0,0,0,0,0,0,0,0,0
546,5,3,63.0,0.2368253,2,20.0,0.3269595,20,105.0,0.06186606,22,0,0,0,0,0,0,0,0,0
547,10,3,99.0,0.5028267,30,44.0,0.2752722,26,107.0,0.0217625,27,0,0,0,0,0,0,0,0,0
548,6,3,76.0,0.4824904,7,42.0,0.4499421,13,50.0,0.01570905,8,0,0,0,0,0,0,0,0,0
549,9,3,25.0,0.4573598,15,70.0,0.3344587,2,12.0,0.3640843,14,0,0,0,0,0,0,0,0,0
550,4,3,16.0,0.2470058,19,74.0,0.1669573,7,76.0,0.0238551,12,0,0,0,0,0,0,0,0,0
551,8,3,19.0,0.07193191,27,70.0,0.3953801,24,56.0,0.04081745,27,0,0,0,0,0,0,0,0,0
679,5,3,11.0,0.0811819,4,82.0,0.06739189,16,34.0,0.3630186,24,0,0,0,0,0,0,0,0,0
680,8,3,58.0,0.2498737,13,116.0,0.475155,11,19.0,0.2621834,18,0,0,0,0,0,0,0,0,0
681,11,3,103.0,0.02117516,17,12.0,0.3863609,14,100.0,0.3740287,16,0,0,0,0,0,0,0,0,0
682,4,3,47.0,0.1335275,27,21.0,0.02317179,5,66.0,0.2196092,4,0,0,0,0,0,0,0,0,0
683,7,3,86.0,0.2829039,11,103.0,0.3519278,22,59.0,0.4591934,12,0,0,0,0,0,0,0,0,0
684,17,3,34.0,0.08092965,25,94.0,0.2164411,12,16.0,0.4661849,16,0,0,0,0,0,0,0,0,0
685,2,3,42.0,0.2396921,27,9.0,0.2099137,15,50.0,0.1188956,11,0,0,0,0,0,0,0,0,0
686,7,3,48.0,0.1886272,7,94.0,0.3316912,13,15.0,0.3984859,1,0,0,0,0,0,0,0,0,0
687,8,3,104.0,0.3052131,27,6.0,0.5000647,5,118.0,0.0600182,25,0,0,0,0,0,0,0,0,0
688,10,3,71.0,0.2335764,15,40.0,0.4457271,25,57.0,0.3844304,10,0,0,0,0,0,0,0,0,0
689,1,3,81.0,0.2456065,6,97.0,0.4845513,13,92.0,0.2865901,13,0,0,0,0,0,0,0,0,0
690,13,3,35.0,0.2831794,15,94.0,0.1680537,25,23.0,0.3411657,17,0,0,0,0,0,0,0,0,0
691,7,3,106.0,0.3611147,28,43.0,0.1443083,16,103.0,0.4501982,14,0,0,0,0,0,0,0,0,0
692,3,3,99.0,0.02656586,12,70.0,0.1187578,3,63.0,0.1215635,25,0,0,0,0,0,0,0,0,0
693,6,3,74.0,0.01283003,12,57.0,0.4998654,18,119.0,0.3604235,27,0,0,0,0,0,0,0,0,0
694,2,3,50.0,0.08079512,11,74.0,0.3920991,6,62.0,0.0190127,27,0,0,0,0,0,0,0,0,0
695,7,3,100.0,0.2140768,6,80.0,0.03776099,2,16.0,0.3664922,24,0,0,0,0,0,0,0,0,0
696,13,3,14.0,0.3776043,18,114.0,0.1371107,16,36.0,0.387616,25,0,0,0,0,0,0,0,0,0
697,13,3,40.0,0.08131106,24,85.0,0.06656446,15,33.0,0.4163457,16,0,0,0,0,0,0,0,0,0
698,4,3,8.0,0.4154382,7,9.0,0.4288635,8,68.0,0.2151796,20,0,0,0,0,0,0,0,0,0
826,5,3,59.0,0.3172855,17,54.0,0.1242271,6,82.0,0.4002503,24,0,0,0,0,0,0,0,0,0
827,5,3,57.0,0.1195241,27,71.0,0.2011142,17,119.0,0.2088297,25,0,0,0,0,0,0,0,0,0
828,6,3,79.0,0.08870848,11,21.0,0.1484646,9,93.0,0.3693246,10,0,0,0,0,0,0,0,0,0
829,7,3,50.0,0.478664,9,97.0,0.01031126,15,54.0,0.1872021,24,0,0,0,0,0,0,0,0,0
