WAVE_ID,Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
61,3,2,106.0,0.5075676,5,37.0,0.3215644,11,0,0,0,0,0,0,0,0,0,0,0,0
62,1,2,27.0,0.181188,2,115.0,0.4390683,15,0,0,0,0,0,0,0,0,0,0,0,0
63,3,2,90.0,0.4957169,22,50.0,0.1052975,5,0,0,0,0,0,0,0,0,0,0,0,0
64,5,2,9.0,0.4304309,19,8.0,0.3625644,2,0,0,0,0,0,0,0,0,0,0,0,0
65,1,2,16.0,0.1505721,2,47.0,0.08559562,11,0,0,0,0,0,0,0,0,0,0,0,0
66,11,2,114.0,0.1967601,21,35.0,0.4572001,22,0,0,0,0,0,0,0,0,0,0,0,0
67,2,2,82.0,0.02997399,15,86.0,0.3237412,4,0,0,0,0,0,0,0,0,0,0,0,0
68,0,2,53.0,0.1330114,5,81.0,0.4295833,21,0,0,0,0,0,0,0,0,0,0,0,0
69,4,2,49.0,0.2802952,19,47.0,0.2627384,15,0,0,0,0,0,0,0,0,0,0,0,0
70,8,2,15.0,0.1612045,12,13.0,0.4353222,19,0,0,0,0,0,0,0,0,0,0,0,0
71,3,2,98.0,0.4783622,18,46.0,0.244931,1,0,0,0,0,0,0,0,0,0,0,0,0
72,10,2,9.0,0.03059531,24,22.0,0.2190423,22,0,0,0,0,0,0,0,0,0,0,0,0
73,2,2,116.0,0.2565085,24,68.0,0.1778037,2,0,0,0,0,0,0,0,0,0,0,0,0
74,4,2,22.0,0.3104149,6,85.0,0.4248602,13,0,0,0,0,0,0,0,0,0,0,0,0
75,3,2,109.0,0.2678824,18,85.0,0.4303302,25,0,0,0,0,0,0,0,0,0,0,0,0
76,8,2,36.0,0.03264458,4,23.0,0.2180411,26,0,0,0,0,0,0,0,0,0,0,0,0
77,8,2,94.0,0.07107605,29,53.0,0.2600706,4,0,0,0,0,0,0,0,0,0,0,0,0
78,2,2,35.0,0.06279059,11,100.0,0.3368874,12,0,0,0,0,0,0,0,0,0,0,0,0
79,0,2,56.0,0.1287939,6,101.0,0.4094564,7,0,0,0,0,0,0,0,0,0,0,0,0
80,2,2,73.0,0.325042,4,23.0,0.1925785,5,0,0,0,0,0,0,0,0,0,0,0,0
81,2,2,74.0,0.187971,13,101.0,0.4807146,22,0,0,0,0,0,0,0,0,0,0,0,0
82,1,2,96.0,0.02897896,7,92.0,0.1034371,23,0,0,0,0,0,0,0,0,0,0,0,0
83,3,2,81.0,0.3354162,19,52.0,0.1355043,16,0,0,0,0,0,0,0,0,0,0,0,0
84,3,2,55.0,0.2083802,3,55.0,0.216494,10,0,0,0,0,0,0,0,0,0,0,0,0
85,9,2,91.0,0.0131693,21,16.0,0.3446979,20,0,0,0,0,0,0,0,0,0,0,0,0
86,3,2,86.0,0.232188,19,64.0,0.448962,27,0,0,0,0,0,0,0,0,0,0,0,0
87,1,2,76.0,0.2413502,13,106.0,0.4044292,10,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,27.0,0.2266919,14,86.0,0.4002243,23,0,0,0,0,0,0,0,0,0,0,0,0
89,1,2,77.0,0.02499063,13,119.0,0.115435,17,0,0,0,0,0,0,0,0,0,0,0,0
90,2,2,77.0,0.3514246,21,110.0,0.4449898,6,0,0,0,0,0,0,0,0,0,0,0,0
208,3,2,29.0,0.4597662,15,49.0,0.1607148,5,0,0,0,0,0,0,0,0,0,0,0,0
209,3,2,6.0,0.2295879,24,66.0,0.2991303,6,0,0,0,0,0,0,0,0,0,0,0,0
210,3,2,37.0,0.09428562,19,68.0,0.1609071,25,0,0,0,0,0,0,0,0,0,0,0,0
211,0,2,96.0,0.2210185,6,112.0,0.1095317,13,0,0,0,0,0,0,0,0,0,0,0,0
212,7,2,48.0,0.1205549,10,37.0,0.5013769,18,0,0,0,0,0,0,0,0,0,0,0,0
213,9,2,50.0,0.1505788,1,22.0,0.4784228,26,0,0,0,0,0,0,0,0,0,0,0,0
214,6,2,48.0,0.3900089,25,100.0,0.1829545,21,0,0,0,0,0,0,0,0,0,0,0,0
215,5,2,30.0,0.1796086,8,76.0,0.4231827,27,0,0,0,0,0,0,0,0,0,0,0,0
216,2,2,55.0,0.269736,17,46.0,0.1375668,28,0,0,0,0,0,0,0,0,0,0,0,0
217,4,2,39.0,0.4066006,20,13.0,0.194399,29,0,0,0,0,0,0,0,0,0,0,0,0
218,4,2,97.0,0.195311,6,112.0,0.4440523,18,0,0,0,0,0,0,0,0,0,0,0,0
219,0,2,6.0,0.2731951,4,48.0,0.06880285,5,0,0,0,0,0,0,0,0,0,0,0,0
220,1,2,14.0,0.3178244,10,86.0,0.0680535,16,0,0,0,0,0,0,0,0,0,0,0,0
221,6,2,59.0,0.4955658,11,103.0,0.3511981,23,0,0,0,0,0,0,0,0,0,0,0,0
222,7,2,35.0,0.2350762,23,72.0,0.167885,18,0,0,0,0,0,0,0,0,0,0,0,0
223,2,2,8.0,0.3564573,20,38.0,0.318357,14,0,0,0,0,0,0,0,0,0,0,0,0
224,4,2,58.0,0.2778248,18,59.0,0.4707237,20,0,0,0,0,0,0,0,0,0,0,0,0
